,id,name,year,run_time,genre,rating,about,director,actors,votes,gross
167,168,The Miracle Worker,1962,106 min,"Biography, Drama            ",8.1,story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.,Arthur Penn ,"Anne Bancroft, Patty Duke, Victor Jory, Inga Swenson",18026,$5.45M
168,169,Per un pugno di dollari,1964,99 min,"Action, Drama, Western            ",8,"ndering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Sergio Leone ,"Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy",206002,$14.50M
169,170,Vivre sa vie: Film en douze tableaux,1962,80 min,Drama            ,8,ve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Jean-Luc Godard ,"Anna Karina, Sady Rebbot, André S. Labarthe, Guylaine Schlumberger",29871,
170,171,Rope,1948,80 min,"Crime, Drama, Mystery            ",8,men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Alfred Hitchcock ,"James Stewart, John Dall, Farley Granger, Dick Hogan",135597,
171,172,Papillon,1973,151 min,"Biography, Crime, Drama            ",8,"n befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",Franklin J. Schaffner ,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon",126082,$53.27M
172,173,Il conformista,1970,113 min,Drama            ,8,"ak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Bernardo Bertolucci ,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin, Enzo Tarascio",28817,$0.54M
173,174,Såsom i en spegel,1961,90 min,Drama            ,8,"ntly released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.",Ingmar Bergman ,"Harriet Andersson, Gunnar Björnstrand, Max von Sydow, Lars Passgård",24068,
174,175,The Manchurian Candidate,1962,126 min,"Drama, Thriller            ",7.9,rmer prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,John Frankenheimer ,"Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury",73376,
175,176,A Streetcar Named Desire,1951,122 min,Drama            ,8,urbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Elia Kazan ,"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",103830,$8.00M
176,177,Young Frankenstein,1974,106 min,Comedy            ,8,"merican grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Mel Brooks ,"Gene Wilder, Madeline Kahn, Marty Feldman, Peter Boyle",149382,$86.30M
177,178,Letyat zhuravli,1957,95 min,"Drama, Romance, War            ",8.3,"nica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",Mikhail Kalatozov ,"Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev, Aleksandr Shvorin",16149,$0.02M
178,179,Ivanovo detstvo,1962,95 min,"Drama, War            ",8.1,"ng WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.","Andrei Tarkovsky, Eduard Abalov ","Nikolay Burlyaev, Valentin Zubkov, Evgeniy Zharikov, Stepan Krylov",34124,
179,180,The Wild Bunch,1969,145 min,"Action, Adventure, Western            ",7.9,"ging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Sam Peckinpah ,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",81429,$12.06M
180,181,Charade,1963,113 min,"Comedy, Mystery, Romance            ",7.9,nce and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Stanley Donen ,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn",72620,$13.47M
181,182,The Navigator,1924,59 min,"Action, Comedy, Romance            ",7.7,spoiled rich people find themselves trapped on an empty passenger ship.,"Donald Crisp, Buster Keaton ","Buster Keaton, Kathryn McGuire, Frederick Vroom, Clarence Burton",9550,$1.48M
182,183,All Quiet on the Western Front,1930,152 min,"Drama, War            ",8.1,"rman youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",Lewis Milestone ,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy",59238,$3.27M
183,184,Das Cabinet des Dr. Caligari,1920,76 min,"Fantasy, Horror, Mystery            ",8.1,"otist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Robert Wiene ,"Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover",60082,
184,185,Patton,1970,172 min,"Biography, Drama, War            ",7.9,World War II phase of the career of controversial American general George S. Patton.,Franklin J. Schaffner ,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",98214,$61.70M
185,186,Orphée,1950,112 min,"Fantasy, Drama, Romance            ",8,et in love with Death follows his unhappy wife into the underworld.,Jean Cocteau ,"Jean Marais, François Périer, María Casares, Marie Déa",11626,
186,187,East of Eden,1955,118 min,Drama            ,7.9,"brothers struggle to maintain their strict, Bible-toting father's favor.",Elia Kazan ,"James Dean, Raymond Massey, Julie Harris, Burl Ives",43485,
187,188,Becket,1964,148 min,"Biography, Drama, History            ",7.8," Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",Peter Glenville ,"Richard Burton, Peter O'Toole, John Gielgud, Gino Cervi",14242,
188,189,The Women,1939,133 min,"Comedy, Drama            ",7.8,udy of the lives and romantic entanglements of various interconnected women.,George Cukor ,"Norma Shearer, Joan Crawford, Rosalind Russell, Mary Boland",13250,$2.27M
189,190,"Now, Voyager",1942,117 min,"Drama, Romance            ",7.9,"umpy spinster blossoms under therapy and becomes an elegant, independent woman.",Irving Rapper ,"Bette Davis, Paul Henreid, Claude Rains, Gladys Cooper",16190,
190,191,You Can't Take It with You,1938,126 min,"Comedy, Drama, Romance            ",7.9,n from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,Frank Capra ,"Jean Arthur, James Stewart, Lionel Barrymore, Edward Arnold",24486,$4.66M
191,192,Intolerance: Love's Struggle Throughout the Ages,1916,163 min,"Drama, History            ",7.7,"story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",D.W. Griffith ,"Lillian Gish, Robert Harron, Mae Marsh, F.A. Turner",14909,$2.18M
192,193,Kakushi-toride no san-akunin,1958,139 min,"Adventure, Drama            ",8.1,"d by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Akira Kurosawa ,"Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara",37091,
193,194,The Adventures of Robin Hood,1938,102 min,"Action, Adventure, Romance            ",7.9," Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.","Michael Curtiz, William Keighley ","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains",49023,$3.98M
194,195,Banshun,1949,108 min,Drama            ,8.3,"ko is twenty-seven years old and still living with her widowed father. Everybody tries to talk her into marrying, but Noriko wants to stay at home caring for her father.",Yasujirô Ozu ,"Chishû Ryû, Setsuko Hara, Yumeji Tsukioka, Haruko Sugimura",15813,
195,196,In a Lonely Place,1950,94 min,"Drama, Film-Noir, Mystery            ",8,"tentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Nicholas Ray ,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid",28857,
196,197,Mr. Deeds Goes to Town,1936,115 min,"Comedy, Drama, Romance            ",7.9,mple small-town man inherits a massive fortune and is immediately hounded by those who wish to take advantage of him.,Frank Capra ,"Gary Cooper, Jean Arthur, George Bancroft, Lionel Stander",20608,
197,198,Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,101 min,"Drama, Thriller, War            ",8.3,ptured French Resistance fighter during WWII engineers a daunting escape from a Nazi prison in France.,Robert Bresson ,"François Leterrier, Charles Le Clainche, Maurice Beerblock, Roland Monod",20538,
198,199,Tystnaden,1963,96 min,Drama            ,7.9,"estranged sisters, Ester and Anna, and Anna's 10-year-old son travel to the Central European country on the verge of war. Ester becomes seriously ill and the three of them move into a hotel in a small town called Timoka.",Ingmar Bergman ,"Ingrid Thulin, Gunnel Lindblom, Birger Malmsten, Håkan Jahnberg",18860,
199,200,To Have and Have Not,1944,100 min,"Adventure, Comedy, Film-Noir            ",7.8,"ng World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Howard Hawks ,"Humphrey Bogart, Lauren Bacall, Walter Brennan, Dolores Moran",32637,
200,201,Black Narcissus,1947,101 min,Drama            ,7.8,"oup of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.","Michael Powell, Emeric Pressburger ","Deborah Kerr, David Farrar, Flora Robson, Jenny Laird",23327,
201,202,The Searchers,1956,119 min,"Adventure, Drama, Western            ",7.9,merican Civil War veteran embarks on a journey to rescue his niece from the Comanches.,John Ford ,"John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond",85015,
202,203,Mildred Pierce,1945,111 min,"Crime, Drama, Film-Noir            ",8,rd-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,Michael Curtiz ,"Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",24303,
203,204,The Exorcist,1973,122 min,Horror            ,8," a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",William Friedkin ,"Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb",375348,$232.91M
204,205,Der letzte Mann,1924,77 min,Drama            ,8.1,"ging doorman is forced to face the scorn of his friends, neighbors and society after being fired from his prestigious job at a luxurious hotel.",F.W. Murnau ,"Emil Jannings, Maly Delschaft, Max Hiller, Emilie Kurz",13402,$0.09M
205,206,Onibaba,1964,103 min,"Drama, Horror            ",8,"women kill samurais and sell their belongings for a living. While one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask.",Kaneto Shindô ,"Nobuko Otowa, Jitsuko Yoshimura, Kei Satô, Jûkichi Uno",17463,
206,207,The Quiet Man,1952,129 min,"Comedy, Drama, Romance            ",7.8,"tired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",John Ford ,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond",36527,$10.55M
207,208,Le fantôme de la liberté,1974,104 min,Comedy            ,7.9,ries of surreal sequences that critique morality and society in a stream of consciousness style.,Luis Buñuel ,"Jean-Claude Brialy, Adolfo Celi, Michel Piccoli, Monica Vitti",15170,$0.01M
208,209,The Lady Eve,1941,94 min,"Comedy, Romance            ",7.8,"io of classy card sharps targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him.",Preston Sturges ,"Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette",20452,
209,210,I Am a Fugitive from a Chain Gang,1932,92 min,"Crime, Drama, Film-Noir            ",8.2,"gly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",Mervyn LeRoy ,"Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis",12615,
210,211,The Lady Vanishes,1938,96 min,"Mystery, Thriller            ",7.8,"e travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Alfred Hitchcock ,"Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty",49943,
211,212,Captains Courageous,1937,117 min,"Adventure, Drama, Family            ",8,"oiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.",Victor Fleming ,"Spencer Tracy, Freddie Bartholomew, Lionel Barrymore, Melvyn Douglas",9252,
212,213,In the Heat of the Night,1967,110 min,"Crime, Drama, Mystery            ",7.9,ack police detective is asked to investigate a murder in a racially hostile southern town.,Norman Jewison ,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant",70749,$24.38M
213,214,Doctor Zhivago,1965,197 min,"Drama, Romance, War            ",8,"life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",David Lean ,"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger",72579,$111.72M
214,215,Shadow of a Doubt,1943,108 min,"Film-Noir, Thriller            ",7.8,"ung girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",Alfred Hitchcock ,"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers",62407,
215,216,Great Expectations,1946,118 min,"Adventure, Drama, Mystery            ",7.8,mble orphan suddenly becomes a gentleman with the help of an unknown benefactor.,David Lean ,"John Mills, Valerie Hobson, Tony Wager, Jean Simmons",23131,
216,217,Nosferatu,1922,94 min,"Fantasy, Horror            ",7.9,ire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,F.W. Murnau ,"Max Schreck, Alexander Granach, Gustav von Wangenheim, Greta Schröder",92026,
217,218,Ascenseur pour l'échafaud,1958,91 min,"Crime, Drama, Thriller            ",8,"lf-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Louis Malle ,"Jeanne Moreau, Maurice Ronet, Georges Poujouly, Yori Bertin",23704,$0.11M
218,219,"Aguirre, der Zorn Gottes",1972,95 min,"Action, Adventure, Biography            ",7.9,"he 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",Werner Herzog ,"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro",54618,
219,220,Bronenosets Potemkin,1925,75 min,"Drama, History, Thriller            ",8,"he midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Sergei M. Eisenstein ,"Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Ivan Bobrov",55281,$0.05M
220,221,Night of the Living Dead,1968,96 min,"Horror, Thriller            ",7.9,gtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,George A. Romero ,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman",121322,$0.09M
221,222,Kaidan,1964,183 min,"Drama, Fantasy, Horror            ",8,llection of four Japanese folk tales with supernatural themes.,Masaki Kobayashi ,"Rentarô Mikuni, Michiyo Aratama, Misako Watanabe, Kenjirô Ishiyama",16450,
222,223,I vitelloni,1953,109 min,"Comedy, Drama            ",7.9,aracter study of five young men at crucial turning points in their lives in a small town in Italy.,Federico Fellini ,"Alberto Sordi, Franco Fabrizi, Franco Interlenghi, Leopoldo Trieste",17409,$0.10M
223,224,A Man for All Seasons,1966,120 min,"Biography, Drama, History            ",7.7,"story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Fred Zinnemann ,"Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern",33127,$28.35M
224,225,El espíritu de la colmena,1973,98 min,"Drama, Fantasy            ",7.9,"940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world.",Víctor Erice ,"Fernando Fernán Gómez, Teresa Gimpera, Ana Torrent, Isabel Tellería",17689,
225,226,Frankenstein,1931,70 min,"Drama, Horror, Sci-Fi            ",7.8,Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,James Whale ,"Colin Clive, Mae Clarke, Boris Karloff, John Boles",68094,
226,227,In Cold Blood,1967,134 min,"Biography, Crime, Drama            ",7.9,"ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",Richard Brooks ,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",25405,
227,228,Monsieur Verdoux,1947,124 min,"Comedy, Crime, Drama            ",7.9,"ave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",Charles Chaplin ,"Charles Chaplin, Mady Correll, Allison Roddan, Robert Lewis",16749,$0.33M
228,229,"Steamboat Bill, Jr.",1928,70 min,"Action, Comedy, Drama            ",7.9,effete son of a cantankerous riverboat captain comes to join his father's crew.,"Charles Reisner, Buster Keaton ","Buster Keaton, Tom McGuire, Ernest Torrence, Tom Lewis",13963,
229,230,"One, Two, Three",1961,104 min,Comedy            ,7.9,"est Berlin during the Cold War, a Coca-Cola executive is given the task of taking care of his boss' socialite daughter.",Billy Wilder ,"James Cagney, Horst Buchholz, Pamela Tiffin, Arlene Francis",20335,
230,231,La nuit américaine,1973,116 min,"Comedy, Drama, Romance            ",8,"mmitted film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",François Truffaut ,"Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut, Valentina Cortese",21567,$0.02M
231,232,The Sound of Music,1965,172 min,"Biography, Drama, Family            ",8,man leaves an Austrian convent to become a governess to a Naval officer widower's children.,Robert Wise ,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn",215474,$163.21M
232,233,La belle et la bête,1946,96 min,"Drama, Fantasy, Romance            ",7.9,"autiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.","Jean Cocteau, René Clément ","Jean Marais, Josette Day, Mila Parély, Nane Germon",25473,$0.30M
233,234,The Awful Truth,1937,90 min,"Comedy, Romance            ",7.7,"rried couple file an amicable divorce, but find it harder to let go of each other than they initially thought.",Leo McCarey ,"Irene Dunne, Cary Grant, Ralph Bellamy, Alexander D'Arcy",18733,
234,235,The Big Heat,1953,89 min,"Crime, Film-Noir, Thriller            ",8,h cop Dave Bannion takes on a politically powerful crime syndicate.,Fritz Lang ,"Glenn Ford, Gloria Grahame, Jocelyn Brando, Alexander Scourby",25144,
235,236,Auntie Mame,1958,143 min,"Comedy, Drama, Romance            ",7.9,rphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,Morton DaCosta ,"Rosalind Russell, Forrest Tucker, Coral Browne, Fred Clark",10830,$23.30M
236,237,Rosemary's Baby,1968,137 min,"Drama, Horror            ",8,ung couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,Roman Polanski ,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",203037,
237,238,Nattvardsgästerna,1963,81 min,Drama            ,8.1,all-town priest struggles with his faith.,Ingmar Bergman ,"Ingrid Thulin, Gunnar Björnstrand, Gunnel Lindblom, Max von Sydow",23542,
238,239,Fail Safe,1964,112 min,"Drama, Thriller, War            ",8,chnical malfunction sends American planes to Moscow to deliver a nuclear attack. Can all-out war be averted?,Sidney Lumet ,"Henry Fonda, Walter Matthau, Fritz Weaver, Dan O'Herlihy",21051,
239,240,The Court Jester,1955,101 min,"Adventure, Comedy, Family            ",7.9,pless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.,"Melvin Frank, Norman Panama ","Danny Kaye, Glynis Johns, Basil Rathbone, Angela Lansbury",12294,
240,241,Midnight Cowboy,1969,113 min,Drama            ,7.8,"ive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",John Schlesinger ,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver",106152,$44.79M
241,242,Fiddler on the Roof,1971,181 min,"Drama, Family, Musical            ",8,"re-revolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",Norman Jewison ,"Topol, Norma Crane, Leonard Frey, Molly Picon",41250,$80.50M
242,243,The African Queen,1951,105 min,"Adventure, Drama, Romance            ",7.8,"WI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",John Huston ,"Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull",75705,$0.54M
243,244,Amarcord,1973,123 min,"Comedy, Drama            ",7.9,ries of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,Federico Fellini ,"Magali Noël, Bruno Zanin, Pupella Maggio, Armando Brancia",41593,$0.58M
244,245,Die Büchse der Pandora,1929,109 min,"Crime, Drama, Romance            ",7.9,rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,Georg Wilhelm Pabst ,"Louise Brooks, Fritz Kortner, Francis Lederer, Carl Goetz",10340,$0.01M
245,246,Letter from an Unknown Woman,1948,87 min,"Drama, Romance            ",8,"anist about to flee from a duel receives a letter from a woman he cannot remember, who may hold the key to his downfall.",Max Ophüls ,"Joan Fontaine, Louis Jourdan, Mady Christians, Marcel Journet",11720,
246,247,Angels with Dirty Faces,1938,97 min,"Crime, Drama, Film-Noir            ",7.9,iest tries to stop a gangster from corrupting a group of street kids.,Michael Curtiz ,"James Cagney, Pat O'Brien, Humphrey Bogart, Ann Sheridan",20636,
247,248,Playtime,1967,155 min,Comedy            ,7.9,"ieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction.",Jacques Tati ,"Jacques Tati, Barbara Dennek, Rita Maiden, France Rumilly",20957,
248,249,Night and the City,1950,101 min,"Crime, Film-Noir, Mystery            ",7.9,all-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.,Jules Dassin ,"Richard Widmark, Gene Tierney, Googie Withers, Hugh Marlowe",12701,$3.60M
249,250,King Kong,1933,100 min,"Adventure, Horror, Sci-Fi            ",7.9,lm crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,"Merian C. Cooper, Ernest B. Schoedsack ","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",82323,$10.00M
