,id,name,year,run_time,genre,rating,about,director,actors,votes,gross
103,104,Bin-jip,2004,88 min,"Crime, Drama, Romance            ",8,ansient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,Kim Ki-duk ,"Seung-Yun Lee, Hee Jae, Hyuk-ho Kwon, Jin-mo Joo",52758,$0.24M
104,105,Das weiße Band - Eine deutsche Kindergeschichte,2009,144 min,"Drama, History, Mystery            ",7.8,"nge events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Michael Haneke ,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",70863,$2.22M
105,106,Dead Man,1995,121 min,"Adventure, Drama, Fantasy            ",7.6,"he run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",Jim Jarmusch ,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen",93276,$1.04M
106,107,An,2015,113 min,Drama            ,7.4,"ened with a heavy and ever-increasing debt, a dorayaki baker hires a kind ageing woman, after tasting her delicious surprise. Little by little, she unravels her beautiful inner world. Could she be holding the secret to his success?",Naomi Kawase ,"Kirin Kiki, Masatoshi Nagase, Kyara Uchida, Miki Mizuno",10476,$0.12M
107,108,L'ours,1988,96 min,"Adventure, Drama, Family            ",7.7,rphan bear cub hooks up with an adult male as they try to dodge human hunters.,Jean-Jacques Annaud ,"Tchéky Karyo, Bart the Bear, Youk the Bear, Jack Wallace",17269,$31.75M
108,109,The Professor and the Madman,2019,124 min,"Biography, Drama            ",7.3,"essor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia ,"Mel Gibson, Sean Penn, Eddie Marsan, Natalie Dormer",40226,
109,110,Le scaphandre et le papillon,2007,112 min,"Biography, Drama            ",8,true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,Julian Schnabel ,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny",105451,$5.99M
110,111,A Late Quartet,2012,105 min,"Drama, Music            ",7.1,"ers of a world-renowned string quartet struggle to stay together in the face of death, competing egos and insuppressible lust.",Yaron Zilberman ,"Philip Seymour Hoffman, Christopher Walken, Catherine Keener, Mark Ivanir",14344,$1.56M
111,112,Reign Over Me,2007,124 min,Drama            ,7.4,n who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,Mike Binder ,"Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler",94330,$19.66M
112,113,Kurmanjan datka,2014,135 min,"Action, Biography, Drama            ",7.3,"relevant epic story of the strong-willed, courageous and independent woman before her time, Kurmanjan, who is revered to this day for her diplomacy for saving her nation from complete destruction when the Russians invaded.",Sadyk Sher-Niyaz ,"Elina Abai Kyzy, Nasira Mambetova, Aziz Muradillayev, Adilet Usubaliyev",3442,
113,114,Forget About Nick,2017,110 min,"Comedy, Drama, Romance            ",5.3,"nst the backdrop of New York's dazzling fashion scene, a woman in the process of transforming herself from a model into a designer is forced to live with her husband's ex-wife when he disappears without a trace.",Margarethe von Trotta ,"Ingrid Bolsø Berdal, Katja Riemann, Haluk Bilginer, Tinka Fürst",505,
114,115,Ghasr-e Shirin,2019,82 min,Drama            ,6.6," the mother of a separated family dies, Jalal the father returns to sort things out but he does not want to take the children with him.",Reza Mirkarimi ,"Hamed Behdad, Zhila Shahi, Azadeh Nobahari, Niousha Alipour",993,
115,116,Mudbound,2017,134 min,"Drama, War            ",7.4,"men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",Dee Rees ,"Jason Mitchell, Carey Mulligan, Jason Clarke, Mary J. Blige",45758,
116,117,Metri Shesh Va Nim,2019,131 min,"Action, Crime, Drama            ",8,"police are after a drug lord named Naser Khakzad, but when they finally manage to catch him, he tries whatever he can think of to escape and save his family.",Saeed Roustayi ,"Payman Maadi, Navid Mohammadzadeh, Parinaz Izadyar, Farhad Aslani",10823,
117,118,Trilogia II: I skoni tou hronou,2008,125 min,Drama            ,6.6,"n American film director of Greek ancestry, is making a film that tells his story and the story of his parents. It is a tale that unfolds in Italy, Germany, Russia, Kazakhstan, Canada ...                See full summary »
",Theodoros Angelopoulos ,"Willem Dafoe, Bruno Ganz, Michel Piccoli, Irène Jacob",1818,
118,119,Mafak,2018,108 min,Drama            ,6.7,stinian director Bassam Jarbawi's debut feature film tackles the physical and emotional toll of one man's return home after 15 years in an Israeli jail.,Bassam Jarbawi ,"Ziad Bakri, Areen Omari, Jameel Khoury, Yasmine Qaddumi",246,
119,120,The Leisure Seeker,2017,112 min,"Adventure, Comedy, Drama            ",6.7,"naway couple go on an unforgettable journey in the faithful old RV they call ""The Leisure Seeker"".",Paolo Virzì ,"Helen Mirren, Donald Sutherland, Christian McKay, Janel Moloney",8111,$3.23M
120,121,Centaur,2017,89 min,Drama            ,6.6,aur lives a modest life with his family in rural Kyrgyzstan until he abruptly becomes the center of attention when he is caught stealing a racehorse at night. A story inspired by the myth when horses became the wings of men.,Aktan Arym Kubat ,"Nuraly Tursunkojoev, Zarema Asanalieva, Aktan Arym Kubat, Taalaikan Abazova",427,
121,122,Centaur,2017,89 min,Drama            ,6.6,aur lives a modest life with his family in rural Kyrgyzstan until he abruptly becomes the center of attention when he is caught stealing a racehorse at night. A story inspired by the myth when horses became the wings of men.,Aktan Arym Kubat ,"Nuraly Tursunkojoev, Zarema Asanalieva, Aktan Arym Kubat, Taalaikan Abazova",427,
122,123,Arrival,II) ,116 min,"Drama, Sci-Fi            ",7.9,nguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Denis Villeneuve ,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",629321,$100.55M
123,124,Mientras dure la guerra,2019,107 min,"Action, Adventure, Drama            ",6.9,er Miguel de Unamuno faces himself and his ideals after the 1936's military coup d'etat.,Alejandro Amenábar ,"Karra Elejalde, Eduard Fernández, Santi Prego, Nathalie Poza",6002,
124,125,Moneyball,2011,133 min,"Biography, Drama, Sport            ",7.6,and A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller ,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",389186,$75.61M
125,126,Code inconnu: Récit incomplet de divers voyages,2000,118 min,Drama            ,7.2,"ung man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event?",Michael Haneke ,"Juliette Binoche, Thierry Neuvic, Josef Bierbichler, Alexandre Hamidi",12954,$0.10M
126,127,Geumul,2016,114 min,Drama            ,7.4,"rth Korean fisherman breaks his boat engine by accident and drifts down to South Korea. After enduring brutal investigations in the South, he eventually gets sent back to North Korea.",Kim Ki-duk ,"Ryoo Seung-bum, Won-geun Lee, Kim Young-min, Gwi-hwa Choi",3469,
127,128,Five Easy Pieces,1970,98 min,Drama            ,7.5,"opout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",Bob Rafelson ,"Jack Nicholson, Karen Black, Billy Green Bush, Fannie Flagg",35191,$5.51M
128,129,Zerkalo,1975,107 min,"Biography, Drama            ",8.1,"ing man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Andrei Tarkovsky ,"Margarita Terekhova, Filipp Yankovskiy, Ignat Daniltsev, Oleg Yankovskiy",42974,$0.18M
129,130,Hrútar,2015,93 min,"Comedy, Drama            ",7.3," remote Icelandic farming valley, two brothers who haven't spoken in 40 years have to come together in order to save what's dearest to them - their sheep.",Grímur Hákonarson ,"Sigurður Sigurjónsson, Theodór Júlíusson, Charlotte Bøving, Jón Benónýsson",13609,$0.14M
130,131,Piremardha nemimirand,2019,85 min,"Comedy, Drama            ",7.4,"years old Aslan, the head of a death squad in his youth, is living with his other single old fellows in a remote village in the northern-west of Iran. Since he came to the village 45 ...                See full summary »
",Reza Jamali ,"Nader Mahdilou, Hamdollah Salimi, Salman Abbasi, Elena Azarm",294,
131,132,Serpico,1973,130 min,"Biography, Crime, Drama            ",7.7,onest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Sidney Lumet ,"Al Pacino, John Randolph, Jack Kehoe, Biff McGuire",116101,$29.80M
132,133,Loving Vincent,2017,94 min,"Animation, Biography, Crime            ",7.8," story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","Dorota Kobiela, Hugh Welchman ","Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory",53844,$6.74M
133,134,Pomegranate Orchard,I) (,90 min,Drama            ,7.4,"l returns home to the humble family farmstead, surrounded by an orchard of venerable pomegranate trees; since his sudden departure twelve years ago he was never once in contact. However...                See full summary »
",Ilgar Najaf ,"Hasan Agayev, Samimi Farhad, Ilaha Hasanova, Gurban Ismailov",225,
134,135,Solaris,1972,167 min,"Drama, Mystery, Sci-Fi            ",8.1,ychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,Andrei Tarkovsky ,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy",86326,
135,136,A United Kingdom,2016,111 min,"Biography, Drama, History            ",6.9,"story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",Amma Asante ,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",15520,$3.90M
136,137,Demolition,2015,101 min,"Comedy, Drama            ",7,"ccessful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",Jean-Marc Vallée ,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",93879,$1.98M
137,138,Indigènes,2006,123 min,"Action, Drama, War            ",7,"ng WWII, four North African men enlist in the French army to liberate that country from Nazi oppression, and to fight French discrimination.",Rachid Bouchareb ,"Samy Naceri, Roschdy Zem, Sami Bouajila, Jamel Debbouze",14346,$0.32M
138,139,Ta'm e guilass,1997,95 min,Drama            ,7.8,ranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Abbas Kiarostami ,"Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Safar Ali Moradi",26920,$0.31M
139,140,Selma,2014,128 min,"Biography, Drama, History            ",7.5,"ronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",Ava DuVernay ,"David Oyelowo, Carmen Ejogo, Oprah Winfrey, Tom Wilkinson",89048,$52.08M
140,141,Stalker,1979,162 min,"Drama, Sci-Fi            ",8.1,ide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky ,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko",125307,$0.23M
141,142,Shabi Ke Mah Kamel Shod,2019,131 min,"Adventure, Crime, Drama            ",6.8,"he market Abdolhamid meets Faezeh and falls in love with her. They get marry and begin their life. But after a while Faezeh becomes aware of Abdolhamid's family in Sistan and ...                See full summary »
",Narges Abyar ,"Elnaz Shakerdust, Hootan Shakiba, Fereshteh Sadre Orafaiy, Pedram Sharifi",2215,
142,143,Mahana,2016,103 min,Drama            ,7.1," the author of ""The Whale Rider"", a tale of family rivalry and reconciliation, set against the stunning backdrop of rural New Zealand in the 1960s.",Lee Tamahori ,"Temuera Morrison, Akuhata Keefe, Nancy Brunning, Jim Moriarty",882,
143,144,Croc-Blanc,2018,85 min,"Animation, Adventure            ",7,d on the timeless novel by Jack London. A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,Alexandre Espigares ,"Raphaël Personnaz, Virginie Efira, Dominique Pinon, Frantz Confiac",3479,
144,145,Grbavica,2006,90 min,Drama            ,7.2,man and her daughter struggle to make their way through the aftermath of the Bosnian War.,Jasmila Zbanic ,"Mirjana Karanovic, Luna Zimic Mijovic, Leon Lucev, Kenan Catic",6439,$0.04M
145,146,Sorkhpust,2019,87 min,"Drama, History, Mystery            ",7.5,"ison is about to be evacuated to make room for an airport expansion project. Major Jahed and his officers are busy transferring all inmates to the new facility, but one inmate is missing.",Nima Javidi ,"Navid Mohammadzadeh, Parinaz Izadyar, Setareh Pesyani, Mani Haghighi",5096,
146,147,Gunfight at the O.K. Corral,1957,122 min,"Biography, Drama, Western            ",7.2,an Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,John Sturges ,"Burt Lancaster, Kirk Douglas, Rhonda Fleming, Jo Van Fleet",14934,$11.75M
147,148,Turist,2014,120 min,"Comedy, Drama            ",7.3,mily vacationing in the French Alps is confronted with a devastating avalanche.,Ruben Östlund ,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",51648,$1.36M
148,149,Taxi Driver,1976,114 min,"Crime, Drama            ",8.2,"ntally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Martin Scorsese ,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks",758152,$28.26M
149,150,As I Lay Dying,2018,80 min,Drama            ,5.6,mily of four persons go to a remote village to bury their dead father there according to his will. But no one of them has heard anything about this village or visited it before.,Mostafa Sayari ,"Madjid Aghakarimi, Nader Fallah, Elham Korda, Vahid Rad",55,
150,151,"Roman J. Israel, Esq.",2017,122 min,"Crime, Drama, Thriller            ",6.5,"n J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.",Dan Gilroy ,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt",35723,$11.96M
151,152,Mia madre,2015,106 min,Drama            ,6.8,"herita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother.",Nanni Moretti ,"Margherita Buy, John Turturro, Giulia Lazzarini, Nanni Moretti",7207,$0.30M
152,153,Johnny Guitar,1954,110 min,"Drama, Western            ",7.6,"r helping a wounded gang member, a strong-willed female saloon owner is wrongly suspected of murder and bank robbery by a lynch mob.",Nicholas Ray ,"Joan Crawford, Sterling Hayden, Mercedes McCambridge, Scott Brady",16569,
153,154,Paterson,2016,118 min,"Comedy, Drama, Romance            ",7.4,"iet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",Jim Jarmusch ,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",75318,$2.14M
154,155,Wonder,I) (,113 min,"Drama, Family            ",8,"d on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Stephen Chbosky ,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts",152004,$132.42M
155,156,One Flew Over the Cuckoo's Nest,1975,133 min,Drama            ,8.7,"iminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",Milos Forman ,"Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco",950593,$112.00M
156,157,The Bookshop,2017,113 min,Drama            ,6.5,"and 1959. In a small East Anglian town, Florence Green decides, against polite but ruthless local opposition, to open a bookshop.",Isabel Coixet ,"Emily Mortimer, Bill Nighy, Hunter Tremayne, Honor Kneafsey",14120,$1.33M
157,158,Once Upon a Time in the West,1968,165 min,Western            ,8.5,sterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Sergio Leone ,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards",313239,$5.32M
158,159,Aloft,2014,112 min,Drama            ,5.3,ruggling mother encounters the son she abandoned 20 years earlier.,Claudia Llosa ,"Jennifer Connelly, Cillian Murphy, Mélanie Laurent, William Shimell",3546,$0.05M
159,160,Un village presque parfait,2014,98 min,Comedy            ,6,"nt-Far-la-Mauderne"", a small village hit hard by the crisis and desertification. His last hope: revive the salmon smoking factory. Only problem, insurance require the presence of a ...                See full summary »
",Stéphane Meunier ,"Didier Bourdon, Lorànt Deutsch, Lionnel Astier, Denis Podalydès",777,
160,161,Frida,2002,123 min,"Biography, Drama, Romance            ",7.4,"ography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",Julie Taymor ,"Salma Hayek, Alfred Molina, Geoffrey Rush, Mía Maestro",84277,$25.89M
161,162,Frozen River,2008,97 min,"Crime, Drama            ",7.1,"m looks for another source of income, when her husband leaves with the money meant for the new mobile home. A nearby Indian territory stretches across the border to Canada with a drivable frozen river between. Smuggling?",Courtney Hunt ,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe",25283,$2.51M
162,163,It Must Be Heaven,2019,102 min,Comedy            ,7,maker Elia Suleiman travels to different cities and finds unexpected parallels to his homeland of Palestine.,Elia Suleiman ,"Elia Suleiman, Tarik Kopty, Kareem Ghneim, George Khleifi",4227,
163,164,The Artist,I) (,100 min,"Comedy, Drama, Romance            ",7.9,gomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,Michel Hazanavicius ,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",235440,$44.67M
164,165,The Walk,II) ,123 min,"Action, Adventure, Biography            ",7.3,"974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",Robert Zemeckis ,"Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon, Émilie Leclerc",124052,$10.14M
165,166,The Sons of Katie Elder,1965,122 min,Western            ,7.2,h owner Katie Elder's four sons determine to avenge the murder of their father and the swindling of their mother.,Henry Hathaway ,"John Wayne, Dean Martin, Martha Hyer, Michael Anderson Jr.",16646,$13.33M
166,167,Om det oändliga,2019,78 min,"Drama, Fantasy            ",6.9," ABOUT ENDLESSNESS, Roy Andersson adds to his cinematic oeuvre with a reflection on human life in all its beauty and cruelty, its splendour and banality.",Roy Andersson ,"Jessica Louthander, Tatiana Delaunay, Anders Hellström, Bertil J. Nyberg",5094,
167,168,Photograph,I) (,110 min,"Drama, Romance            ",6.9,"ruggling street photographer in Mumbai, pressured to marry by his grandmother, convinces a shy stranger to pose as his fiancée. The pair develop a connection that transforms them in ways they could not expect.",Ritesh Batra ,"Nawazuddin Siddiqui, Sanya Malhotra, Sachin Khedekar, Denzil Smith",4714,$0.34M
168,169,The Pursuit of Happyness,2006,117 min,"Biography, Drama            ",8,ruggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino ,"Will Smith, Thandiwe Newton, Jaden Smith, Brian Howe",470598,$163.57M
169,170,45 Years,2015,91 min,"Drama, Romance            ",7.1,rried couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.,Andrew Haigh ,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells",31981,$4.25M
170,171,Ayka,2018,100 min,Drama            ,7.1,or migrant woman in Moscow struggles with her life.,Sergei Dvortsevoy ,"Samal Yeslyamova, Zhipara Abdilaeva, Sergey Mazur, David Alaverdyan",1621,
171,172,Todos lo saben,2018,133 min,"Crime, Drama, Mystery            ",6.9,"a, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",Asghar Farhadi ,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández",32054,$2.66M
172,173,Captain Fantastic,2016,118 min,"Comedy, Drama            ",7.9,"he forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Matt Ross ,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso",203628,$5.88M
173,174,Two Men in Town,2014,120 min,Drama            ,5.7,slim ex-con forms a friendship with his parole officer.,Rachid Bouchareb ,"Forest Whitaker, Harvey Keitel, Ellen Burstyn, Brenda Blethyn",2122,
174,175,Mar adentro,I) (,126 min,"Biography, Drama            ",8,"factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",Alejandro Amenábar ,"Javier Bardem, Belén Rueda, Lola Dueñas, Mabel Rivera",79548,$2.09M
175,176,Shane,1953,118 min,"Drama, Western            ",7.6,"ary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",George Stevens ,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde",38744,$20.00M
176,177,Kömür,2019,90 min,Drama            ,7.2,"ural northwest Iran, Gheirat, a modest charcoal producer, is pushed into a tragic spiral after his son, sentenced to jail, evades to Azerbaijan.",Esmaeel Monsef ,"Amin Hajiakbari Dizaji, Hadi Eftekharzade, Adhami Farid, Zhila Shahi",174,
177,178,La vérité,2019,106 min,Drama            ,6.5,"ormy reunion between scriptwriter Lumir with her famous mother and actress, Fabienne, against the backdrop of Fabienne's autobiographic book and her latest role in a Sci-Fi picture as a daughter of a mother who never grows old.",Hirokazu Koreeda ,"Catherine Deneuve, Juliette Binoche, Ethan Hawke, Clémentine Grenier",5815,
178,179,Rebel in the Rye,2017,106 min,"Biography, Drama, Romance            ",6.7,"life of celebrated but reclusive author, J.D. Salinger, who gained worldwide fame with the publication of his novel, ""The Catcher in the Rye"".",Danny Strong ,"Nicholas Hoult, Kevin Spacey, Victor Garber, Hope Davis",9071,$0.38M
179,180,Buta,2011,98 min,Drama            ,7.1,"a"" is the story of a lonely 7-year old boy (named Buta), who lives in a mountain village with his grandmother. He is befriended by an old man, a liquid soap merchant who once loved (and...                See full summary »
",Ilgar Najaf ,"Rafig Guliyev, Tofig Aliyev, Elnur Karimov, Laman Nabiyeva",92,
180,181,Hostiles,2017,134 min,"Drama, Western            ",7.2,"892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",Scott Cooper ,"Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper",77222,$29.82M
181,182,Wild,I) (,115 min,"Adventure, Biography, Drama            ",7.1,ronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,Jean-Marc Vallée ,"Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman",124403,$37.88M
182,183,Evge,2019,96 min,Drama            ,7.4,ther and a son from Crimean Tatar family transport the body of deceased older son and brother from Kyiv to bury him in Crimea.,Nariman Aliev ,"Akhtem Seitablaev, Remzi Bilyalov, Dariya Barihashvili, Viktor Zhdanov",1113,
183,184,Cold Mountain,2003,154 min,"Adventure, Drama, History            ",7.2,"he waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Anthony Minghella ,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins",142928,$95.64M
184,185,Vozvrashchenie,2003,110 min,Drama            ,8,"he Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Andrey Zvyagintsev ,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko, Nataliya Vdovina",44078,$0.50M
185,186,After the Wedding,2019,112 min,Drama            ,6.3,nager of an orphanage in Kolkata travels to New York to meet a benefactor.,Bart Freundlich ,"Julianne Moore, Michelle Williams, Billy Crudup, Abby Quinn",6896,$1.45M
186,187,Glubokie reki,2018,75 min,Drama            ,6.3," forgotten corner of the Caucasus, a family of lumberjacks chops wood in order to fulfill their contract with the sawmill. When the father is injured, the youngest brother, who left the impoverished region years before is called back.",Vladimir Bitokov ,"Oleg Gusejnov, Mariana Kazancheva, Roustam Muradov, Muhamed Sabiev",143,
187,188,Sorry We Missed You,2019,101 min,Drama            ,7.6,"ng that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploitation.",Ken Loach ,"Kris Hitchen, Debbie Honeywood, Rhys Stone, Katie Proctor",19315,
188,189,King Arthur,2004,126 min,"Action, Adventure, Drama            ",6.3,mystified take on the tale of King Arthur and the Knights of the Round Table.,Antoine Fuqua ,"Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd",162723,$51.88M
189,190,Se rokh,2018,100 min,Drama            ,7,"e actresses at different stages of their career. One from before the 1979 Islamic Revolution, one popular star of today known throughout the country and a young girl longing to attend a drama conservatory.",Jafar Panahi ,"Behnaz Jafari, Jafar Panahi, Marziyeh Rezaei, Maedeh Erteghaei",3587,$0.07M
190,191,Midnight in Paris,2011,94 min,"Comedy, Fantasy, Romance            ",7.7,"e on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Woody Allen ,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",401437,$56.82M
191,192,Rusari Abi,1995,85 min,"Drama, Romance            ",6.8,"lderly owner of a tomato farm and sauce factory, after his wife's death, falls in love with one of the workers of the factory endangering his relationship with his daughters and in-laws...                See full summary »
",Rakhshan Banietemad ,"Ezzatolah Entezami, Fatemah Motamed-Aria, Golab Adineh, Afsar Asadi",626,
192,193,The Tin Star,1957,93 min,Western            ,7.3,"nical former sheriff turned bounty hunter helps a young, recently appointed acting sheriff with his advice, his experience and his gun.",Anthony Mann ,"Henry Fonda, Anthony Perkins, Betsy Palmer, Michel Ray",5518,
193,194,Marshall,2017,118 min,"Biography, Crime, Drama            ",7.3,"story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",Reginald Hudlin ,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown",22503,$10.05M
194,195,Darbareye Elly,2009,119 min,"Drama, Mystery            ",8,mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Asghar Farhadi ,"Golshifteh Farahani, Shahab Hosseini, Taraneh Alidoosti, Merila Zare'i",49701,$0.11M
195,196,True Grit,2010,110 min,"Drama, Western            ",7.6,ubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"Ethan Coen, Joel Coen ","Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin",321933,$171.24M
196,197,Limitless,I) (,105 min,"Sci-Fi, Thriller            ",7.4," the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers.",Neil Burger ,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro",542549,$79.25M
197,198,Kramer vs. Kramer,1979,105 min,Drama            ,7.8,"Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",Robert Benton ,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry",138572,$106.26M
198,199,We Own the Night,2007,117 min,"Action, Crime, Drama            ",6.8,w York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.,James Gray ,"Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch",86826,$28.56M
199,200,Sokout,1998,76 min,"Drama, Music            ",7,"yday, 10-year old Khorsid takes the bus to his work at an instrument maker's shop and everyday something unexpected happens.",Mohsen Makhmalbaf ,"Tahmineh Normatova, Nadereh Abdelahyeva, Goibibi Ziadolahyeva, Araz M. Shirmohamadi",1610,$0.03M
